Date,Products,Cost,Revenue,Profit
29-12-2015,Mountain Bikes,769,724,
18-12-2015,Socks,243,236,
07-12-2015,Bike Stands,795,786,
24-01-2016,Socks,117,119,
28-03-2016,Road Bikes,2443,1893,
28-03-2016,Bottles and Cages,70,110,
28-03-2016,Bottles and Cages,261,298,
14-03-2015,Mountain Bikes,2049,1630,
02-07-2015,Mountain Bikes,2295,2336,
06-10-2015,Mountain Bikes,565,721,
01-12-2015,Mountain Bikes,2295,1544,
01-12-2015,Bottles and Cages,60,64,
01-12-2015,Hydration Packs,1100,1621,
31-12-2015,Road Bikes,540,377,
31-12-2015,Bottles and Cages,30,31,
31-12-2015,Bottles and Cages,27,41,
22-01-2016,Touring Bikes,2384,3176,
22-01-2016,Bottles and Cages,125,201,
22-01-2016,Bottles and Cages,225,338,
01-02-2016,Mountain Bikes,2320,2923,
01-02-2016,Helmets,245,368,
17-02-2016,Mountain Bikes,2295,2692,
17-02-2016,Bottles and Cages,110,170,
17-02-2016,Bottles and Cages,95,143,
23-03-2016,Mountain Bikes,2295,2658,
23-03-2016,Bottles and Cages,40,63,
23-03-2016,Bottles and Cages,50,74,
22-01-2015,Road Bikes,2182,2327,
22-01-2015,Road Bikes,1000,1195,
18-02-2015,Road Bikes,2443,2674,
24-07-2015,Road Bikes,2443,2754,
24-07-2015,Bottles and Cages,135,182,
24-07-2015,Bottles and Cages,216,296,
26-08-2015,Touring Bikes,2384,2488,
26-08-2015,Helmets,945,1253,
13-12-2015,Mountain Bikes,2320,2685,
13-12-2015,Bottles and Cages,65,85,
13-12-2015,Bottles and Cages,140,198,
29-12-2015,Touring Bikes,2384,2544,
29-12-2015,Bottles and Cages,99,129,
06-01-2016,Tires and Tubes,10,16,
23-02-2016,Tires and Tubes,85,131,
23-02-2016,Tires and Tubes,450,690,
11-08-2015,Touring Bikes,2384,2662,
03-11-2015,Mountain Bikes,2295,2644,
18-12-2015,Mountain Bikes,2295,2931,
18-12-2015,Tires and Tubes,35,51,
18-12-2015,Tires and Tubes,665,841,
19-04-2016,Hydration Packs,935,1188,
30-12-2015,Hydration Packs,1045,1188,
03-01-2016,Hydration Packs,825,1054,
01-03-2016,Fenders,308,353,
04-04-2016,Fenders,66,76,
04-04-2016,Socks,135,174,
02-06-2016,Socks,117,155,
06-01-2016,Mountain Bikes,2320,2402,
06-01-2016,Fenders,198,254,
06-01-2016,Jerseys,1512,1644,
08-01-2016,Mountain Bikes,2320,2723,
08-01-2016,Fenders,440,585,
13-02-2016,Fenders,154,184,
13-02-2016,Jerseys,150,158,
09-05-2015,Road Bikes,1000,903,
16-05-2015,Road Bikes,1000,919,
04-07-2015,Mountain Bikes,2295,2216,
15-11-2015,Mountain Bikes,2295,2152,
13-02-2016,Caps,162,224,
20-01-2016,Fenders,154,195,
27-05-2016,Fenders,66,83,
19-07-2016,Fenders,396,507,
08-10-2015,Vests,1080,1218,
11-01-2016,Jerseys,1500,1767,
07-02-2016,Jerseys,1620,1870,
03-01-2016,Mountain Bikes,2320,2385,
02-03-2016,Mountain Bikes,2295,2596,
21-04-2016,Mountain Bikes,565,610,
28-06-2016,Mountain Bikes,769,734,
06-07-2015,Mountain Bikes,2295,2353,
26-11-2015,Mountain Bikes,2295,2132,
24-11-2015,Bike Stands,477,520,
12-01-2016,Mountain Bikes,2320,2549,
28-04-2016,Mountain Bikes,2295,2281,
03-05-2016,Mountain Bikes,2295,2104,
18-05-2016,Mountain Bikes,2320,2569,
08-06-2015,Mountain Bikes,2049,1870,
11-07-2015,Mountain Bikes,2295,2026,
11-07-2015,Mountain Bikes,2295,2006,
02-09-2015,Mountain Bikes,769,796,
07-09-2015,Mountain Bikes,2295,2281,
08-09-2015,Mountain Bikes,2320,2087,
12-11-2015,Mountain Bikes,2295,2410,
22-11-2015,Mountain Bikes,2295,2191,
01-12-2015,Mountain Bikes,565,551,
01-03-2016,Bottles and Cages,55,61,
01-03-2016,Bottles and Cages,280,323,
04-10-2015,Bottles and Cages,20,22,
09-11-2015,Bottles and Cages,75,87,
27-01-2016,Gloves,220,248,
29-01-2016,Gloves,563,718,
30-05-2016,Gloves,220,281,
09-09-2015,Hydration Packs,605,714,
15-04-2016,Fenders,550,672,
26-05-2016,Fenders,220,275,
28-01-2016,Bike Stands,1113,1563,
25-01-2016,Vests,1905,2437,
29-01-2016,Mountain Bikes,2320,2132,
27-02-2016,Mountain Bikes,2295,2773,
16-03-2016,Mountain Bikes,2295,2593,
05-06-2016,Mountain Bikes,2295,2575,
27-06-2015,Mountain Bikes,2049,2109,
08-08-2015,Mountain Bikes,565,484,
27-08-2015,Mountain Bikes,2295,2233,
15-06-2016,Bike Racks,2040,2237,
07-01-2016,Helmets,175,208,
19-01-2016,Tires and Tubes,696,835,
19-01-2016,Tires and Tubes,145,187,
19-01-2016,Helmets,245,322,
28-01-2016,Tires and Tubes,980,1132,
28-01-2016,Helmets,245,296,
30-01-2016,Tires and Tubes,175,202,
30-01-2016,Tires and Tubes,66,86,
01-02-2016,Helmets,350,483,
13-02-2016,Tires and Tubes,9,13,
03-03-2016,Tires and Tubes,40,53,
03-03-2016,Helmets,245,288,
09-04-2016,Tires and Tubes,516,663,
16-04-2016,Helmets,420,494,
19-04-2016,Tires and Tubes,86,113,
19-04-2016,Tires and Tubes,57,69,
21-04-2016,Helmets,525,698,
03-05-2016,Tires and Tubes,425,500,
03-05-2016,Tires and Tubes,32,39,
03-05-2016,Helmets,700,845,
09-05-2016,Helmets,805,1098,
17-05-2016,Helmets,35,40,
22-05-2016,Helmets,560,691,
07-06-2016,Tires and Tubes,100,120,
07-06-2016,Helmets,420,564,
26-06-2016,Tires and Tubes,95,131,
26-06-2016,Tires and Tubes,840,1004,
26-06-2016,Helmets,700,816,
10-07-2015,Helmets,1050,1161,
01-08-2015,Tires and Tubes,554,576,
01-08-2015,Tires and Tubes,27,27,
25-08-2015,Tires and Tubes,87,104,
25-08-2015,Tires and Tubes,25,27,
20-10-2015,Tires and Tubes,490,485,
20-10-2015,Tires and Tubes,135,137,
20-10-2015,Helmets,770,815,
28-10-2015,Tires and Tubes,587,650,
29-10-2015,Tires and Tubes,516,526,
29-10-2015,Tires and Tubes,50,52,
21-11-2015,Helmets,910,1048,
29-11-2015,Tires and Tubes,107,111,
29-11-2015,Tires and Tubes,18,21,
29-11-2015,Tires and Tubes,43,50,
29-11-2015,Tires and Tubes,96,107,
29-11-2015,Tires and Tubes,21,23,
16-12-2015,Tires and Tubes,575,667,
16-12-2015,Tires and Tubes,96,105,
16-12-2015,Tires and Tubes,27,30,
29-12-2015,Tires and Tubes,750,807,
10-01-2016,Bottles and Cages,140,188,
10-01-2016,Bottles and Cages,70,80,
10-01-2016,Jerseys,250,311,
10-01-2016,Caps,45,58,
06-02-2016,Jerseys,54,68,
02-06-2015,Road Bikes,1000,985,
02-05-2016,Cleaners,72,91,
18-07-2016,Gloves,343,428,
10-01-2016,Mountain Bikes,565,578,
14-01-2016,Mountain Bikes,2295,2271,
03-08-2015,Mountain Bikes,2295,2115,
21-11-2015,Mountain Bikes,2295,2002,
01-02-2016,Helmets,560,698,
16-05-2016,Tires and Tubes,95,117,
16-05-2016,Helmets,525,679,
22-05-2016,Tires and Tubes,652,767,
19-07-2016,Tires and Tubes,350,384,
30-11-2015,Mountain Bikes,769,735,
09-12-2015,Mountain Bikes,769,747,
21-12-2015,Mountain Bikes,2320,2167,
06-02-2016,Mountain Bikes,769,931,
06-02-2016,Jerseys,150,230,
26-09-2015,Touring Bikes,742,702,
15-10-2015,Bike Stands,159,177,
07-05-2016,Fenders,198,211,
07-05-2016,Bottles and Cages,270,365,
07-05-2016,Bottles and Cages,5,8,
09-09-2015,Shorts,140,155,
04-01-2016,Tires and Tubes,110,122,
04-01-2016,Vests,699,983,
08-01-2016,Tires and Tubes,15,23,
08-01-2016,Tires and Tubes,875,1350,
08-01-2016,Tires and Tubes,41,60,
16-03-2016,Mountain Bikes,769,1033,
18-03-2016,Mountain Bikes,769,856,
18-03-2016,Fenders,44,41,
18-03-2016,Helmets,420,633,
18-03-2016,Caps,36,45,
23-04-2016,Mountain Bikes,2295,2595,
23-04-2016,Fenders,550,452,
14-05-2016,Caps,126,152,
14-05-2016,Helmets,245,240,
31-07-2015,Helmets,1015,1213,
31-03-2016,Socks,270,318,
06-03-2016,Shorts,1470,2045,
22-03-2016,Mountain Bikes,769,932,
06-01-2016,Tires and Tubes,420,648,
06-01-2016,Tires and Tubes,45,69,
06-01-2016,Tires and Tubes,34,54,
26-11-2015,Tires and Tubes,700,832,
26-11-2015,Tires and Tubes,130,166,
26-11-2015,Tires and Tubes,39,54,
04-07-2016,Shorts,420,454,
15-10-2015,Shorts,350,410,
02-03-2016,Jerseys,486,616,
11-04-2016,Jerseys,378,520,
25-06-2016,Shorts,700,714,
25-06-2016,Jerseys,864,1219,
04-05-2016,Tires and Tubes,125,121,
04-05-2016,Bike Racks,1920,1906,
16-09-2015,Tires and Tubes,625,492,
10-03-2016,Tires and Tubes,125,108,
10-03-2016,Helmets,910,1403,
10-03-2016,Caps,162,151,
18-01-2016,Tires and Tubes,44,71,
22-06-2016,Tires and Tubes,175,252,
22-06-2016,Tires and Tubes,25,36,
22-06-2016,Fenders,154,240,
22-06-2016,Jerseys,850,1367,
24-05-2016,Shorts,70,86,
21-09-2015,Shorts,140,142,
21-09-2015,Socks,153,148,
10-02-2016,Jerseys,1500,2024,
10-02-2016,Gloves,343,438,
09-10-2015,Shorts,1960,2378,
20-04-2016,Mountain Bikes,769,909,
20-04-2016,Tires and Tubes,25,31,
20-04-2016,Tires and Tubes,180,292,
20-04-2016,Helmets,420,707,
30-01-2016,Bottles and Cages,230,286,
29-03-2016,Tires and Tubes,120,116,
29-03-2016,Bottles and Cages,105,89,
29-03-2016,Bottles and Cages,260,447,
24-11-2015,Bottles and Cages,130,122,
24-11-2015,Bottles and Cages,60,59,
26-03-2015,Mountain Bikes,2049,2141,
26-05-2015,Mountain Bikes,2049,1916,
28-08-2015,Mountain Bikes,2295,2073,
13-12-2015,Mountain Bikes,769,725,
05-12-2015,Shorts,1680,1833,
03-12-2015,Shorts,840,846,
06-04-2016,Helmets,140,180,
09-10-2015,Helmets,1050,1080,
15-12-2015,Helmets,630,682,
11-02-2016,Tires and Tubes,135,163,
11-02-2016,Tires and Tubes,7,8,
29-03-2016,Tires and Tubes,20,21,
17-05-2016,Tires and Tubes,108,143,
17-05-2016,Tires and Tubes,43,51,
06-07-2016,Tires and Tubes,40,47,
21-10-2015,Tires and Tubes,125,137,
21-10-2015,Tires and Tubes,315,362,
26-07-2016,Bike Stands,159,227,
05-08-2015,Bike Stands,159,185,
12-01-2016,Cleaners,8,11,
25-12-2015,Cleaners,159,168,
09-05-2016,Tires and Tubes,180,194,
09-05-2016,Tires and Tubes,50,62,
09-05-2016,Tires and Tubes,40,55,
06-07-2016,Tires and Tubes,100,128,
25-01-2016,Tires and Tubes,420,595,
25-01-2016,Tires and Tubes,135,193,
21-02-2016,Tires and Tubes,55,63,
21-02-2016,Tires and Tubes,120,144,
21-02-2016,Tires and Tubes,21,26,
02-03-2016,Tires and Tubes,56,64,
02-03-2016,Tires and Tubes,600,842,
13-05-2016,Tires and Tubes,120,141,
21-05-2016,Tires and Tubes,325,379,
19-06-2016,Tires and Tubes,7,8,
30-07-2016,Tires and Tubes,104,128,
30-07-2016,Tires and Tubes,350,435,
22-11-2015,Tires and Tubes,130,135,
22-11-2015,Tires and Tubes,11,13,
03-01-2016,Helmets,350,436,
16-01-2016,Helmets,210,246,
18-02-2016,Helmets,140,165,
06-05-2016,Helmets,840,1085,
16-08-2015,Helmets,525,572,
23-10-2015,Helmets,315,356,
08-01-2016,Shorts,1050,1205,
08-01-2016,Caps,9,10,
08-01-2016,Jerseys,1620,1817,
11-01-2016,Shorts,1540,1820,
21-06-2016,Shorts,560,750,
03-09-2015,Jerseys,450,438,
30-11-2015,Caps,189,241,
30-11-2015,Jerseys,54,54,
19-01-2016,Bike Racks,720,864,
11-01-2016,Shorts,1260,1442,
15-02-2016,Shorts,910,1046,
21-02-2016,Shorts,70,97,
18-02-2016,Shorts,490,609,
03-08-2015,Shorts,700,771,
10-09-2015,Shorts,1330,1497,
05-10-2015,Shorts,420,461,
02-01-2016,Mountain Bikes,769,800,
03-02-2016,Mountain Bikes,769,828,
18-02-2016,Mountain Bikes,769,769,
24-02-2016,Mountain Bikes,769,820,
24-02-2016,Jerseys,150,204,
08-05-2016,Mountain Bikes,565,562,
10-06-2016,Jerseys,350,415,
26-05-2015,Mountain Bikes,2071,1947,
09-07-2015,Mountain Bikes,540,564,
20-07-2015,Mountain Bikes,2295,1823,
03-08-2015,Mountain Bikes,2320,1863,
03-08-2015,Mountain Bikes,769,648,
10-08-2015,Mountain Bikes,2320,2073,
11-08-2015,Jerseys,50,55,
19-08-2015,Jerseys,1100,1169,
26-08-2015,Jerseys,50,50,
10-09-2015,Mountain Bikes,769,694,
10-09-2015,Jerseys,972,1020,
18-09-2015,Mountain Bikes,769,761,
18-09-2015,Jerseys,500,624,
05-10-2015,Jerseys,150,145,
23-10-2015,Mountain Bikes,2295,2009,
05-11-2015,Mountain Bikes,2320,2352,
08-11-2015,Jerseys,1512,1640,
02-12-2015,Jerseys,50,57,
08-12-2015,Mountain Bikes,2295,2332,
12-12-2015,Mountain Bikes,2320,2302,
13-12-2015,Mountain Bikes,2295,2323,
03-01-2016,Mountain Bikes,2295,2512,
03-01-2016,Fenders,330,405,
03-01-2016,Cleaners,16,21,
01-01-2016,Mountain Bikes,2295,2572,
16-01-2016,Mountain Bikes,769,709,
14-02-2016,Mountain Bikes,2295,2307,
28-02-2016,Mountain Bikes,769,822,
01-03-2016,Road Bikes,540,604,
05-03-2016,Mountain Bikes,2320,2134,
12-03-2016,Road Bikes,1120,1068,
14-03-2016,Road Bikes,1701,1879,
21-03-2016,Road Bikes,540,653,
26-03-2016,Road Bikes,540,634,
29-03-2016,Mountain Bikes,2320,2531,
06-04-2016,Road Bikes,1701,1673,
04-05-2016,Road Bikes,540,536,
08-05-2016,Road Bikes,540,556,
07-06-2016,Mountain Bikes,2295,2256,
14-06-2016,Road Bikes,1120,1086,
26-01-2015,Mountain Bikes,2049,1969,
09-03-2015,Road Bikes,783,813,
01-06-2015,Road Bikes,1000,999,
06-06-2015,Mountain Bikes,2071,1896,
15-06-2015,Road Bikes,783,670,
24-06-2015,Mountain Bikes,2049,1962,
28-06-2015,Road Bikes,783,657,
12-07-2015,Mountain Bikes,540,511,
28-08-2015,Road Bikes,1120,1098,
05-09-2015,Mountain Bikes,2295,2200,
09-09-2015,Mountain Bikes,2320,2116,
12-09-2015,Mountain Bikes,2295,2159,
29-10-2015,Road Bikes,540,524,
08-11-2015,Road Bikes,540,506,
18-11-2015,Mountain Bikes,2295,2047,
22-12-2015,Road Bikes,1120,1069,
25-12-2015,Road Bikes,1120,1048,
24-01-2016,Caps,81,87,
06-02-2016,Shorts,1540,1524,
06-02-2016,Caps,27,35,
23-03-2016,Caps,207,264,
11-10-2015,Shorts,1260,1395,
17-12-2015,Shorts,1470,1637,
11-02-2016,Shorts,420,574,
27-08-2015,Tires and Tubes,70,91,
27-08-2015,Tires and Tubes,5,7,
27-08-2015,Helmets,630,838,
01-07-2016,Tires and Tubes,95,154,
05-03-2016,Tires and Tubes,40,44,
05-03-2016,Helmets,420,643,
05-03-2016,Jerseys,1400,1379,
14-07-2016,Shorts,350,522,
08-04-2016,Tires and Tubes,10,8,
08-04-2016,Helmets,490,525,
21-11-2015,Tires and Tubes,50,70,
21-11-2015,Tires and Tubes,92,100,
21-11-2015,Tires and Tubes,62,73,
01-12-2015,Tires and Tubes,75,102,
01-12-2015,Helmets,455,551,
08-09-2015,Shorts,910,908,
09-02-2016,Tires and Tubes,45,69,
09-02-2016,Tires and Tubes,180,299,
09-02-2016,Tires and Tubes,18,29,
13-03-2016,Tires and Tubes,70,111,
13-03-2016,Tires and Tubes,48,76,
06-04-2016,Tires and Tubes,225,323,
06-04-2016,Tires and Tubes,80,121,
06-05-2016,Tires and Tubes,90,124,
06-05-2016,Socks,252,362,
06-05-2016,Tires and Tubes,385,582,
06-08-2015,Tires and Tubes,516,708,
06-08-2015,Tires and Tubes,56,74,
27-06-2016,Tires and Tubes,690,1096,
27-06-2016,Tires and Tubes,48,70,
01-07-2016,Tires and Tubes,258,408,
01-07-2016,Tires and Tubes,48,73,
14-10-2015,Tires and Tubes,120,149,
14-10-2015,Tires and Tubes,1050,1531,
14-10-2015,Tires and Tubes,5,6,
18-10-2015,Tires and Tubes,279,399,
18-10-2015,Tires and Tubes,9,12,
20-01-2016,Socks,36,63,
14-06-2016,Socks,144,217,
17-04-2016,Fenders,176,209,
17-04-2016,Socks,27,41,
03-07-2015,Socks,9,10,
07-04-2016,Mountain Bikes,769,1072,
07-04-2016,Bottles and Cages,40,51,
07-04-2016,Bottles and Cages,160,252,
07-04-2016,Helmets,945,1492,
20-03-2016,Tires and Tubes,451,482,
20-03-2016,Tires and Tubes,60,56,
08-08-2015,Tires and Tubes,80,119,
14-09-2015,Tires and Tubes,70,77,
10-11-2015,Tires and Tubes,660,936,
10-11-2015,Tires and Tubes,80,67,
16-01-2016,Tires and Tubes,64,80,
23-01-2016,Tires and Tubes,750,883,
23-01-2016,Tires and Tubes,95,122,
23-01-2016,Tires and Tubes,34,44,
27-02-2016,Tires and Tubes,236,292,
27-02-2016,Tires and Tubes,44,59,
09-03-2016,Tires and Tubes,25,34,
13-03-2016,Tires and Tubes,551,693,
30-04-2016,Tires and Tubes,25,32,
19-05-2016,Tires and Tubes,107,124,
29-05-2016,Tires and Tubes,44,60,
29-05-2016,Tires and Tubes,359,495,
07-06-2016,Tires and Tubes,105,135,
07-06-2016,Tires and Tubes,900,1089,
03-07-2016,Tires and Tubes,725,895,
03-07-2016,Tires and Tubes,95,116,
08-07-2016,Tires and Tubes,390,495,
08-07-2016,Tires and Tubes,90,118,
13-09-2015,Tires and Tubes,32,33,
13-09-2015,Tires and Tubes,50,52,
01-10-2015,Tires and Tubes,236,259,
12-10-2015,Tires and Tubes,87,91,
12-10-2015,Tires and Tubes,115,117,
16-08-2015,Tires and Tubes,805,1039,
16-08-2015,Tires and Tubes,60,84,
25-08-2015,Tires and Tubes,10,14,
05-09-2015,Tires and Tubes,660,828,
05-09-2015,Tires and Tubes,145,184,
18-09-2015,Tires and Tubes,365,518,
15-12-2015,Tires and Tubes,140,203,
15-12-2015,Tires and Tubes,69,94,
28-09-2015,Jerseys,500,679,
06-06-2016,Gloves,147,213,
29-06-2016,Road Bikes,540,547,
29-06-2016,Bottles and Cages,54,92,
29-06-2016,Caps,108,173,
29-06-2016,Bottles and Cages,105,181,
18-11-2015,Mountain Bikes,2295,1761,
18-11-2015,Helmets,420,402,
18-11-2015,Jerseys,650,990,
11-06-2016,Road Bikes,540,691,
11-06-2016,Bottles and Cages,72,75,
11-06-2016,Bottles and Cages,105,89,
11-06-2016,Cleaners,111,182,
20-11-2015,Mountain Bikes,2295,2203,
10-11-2015,Caps,90,83,
25-06-2016,Road Bikes,540,630,
25-06-2016,Bottles and Cages,100,142,
25-06-2016,Bottles and Cages,234,337,
25-06-2016,Helmets,735,974,
25-06-2016,Gloves,563,853,
25-06-2016,Jerseys,650,580,
08-11-2015,Mountain Bikes,2320,2652,
08-11-2015,Vests,1524,1518,
20-01-2016,Road Bikes,540,570,
20-01-2016,Bottles and Cages,15,19,
20-01-2016,Bottles and Cages,198,222,
06-02-2016,Bottles and Cages,40,49,
11-02-2016,Road Bikes,1701,2111,
22-02-2016,Mountain Bikes,769,771,
22-02-2016,Bottles and Cages,75,91,
22-02-2016,Bottles and Cages,250,302,
30-03-2016,Bottles and Cages,50,62,
30-03-2016,Bottles and Cages,70,89,
10-05-2016,Road Bikes,1701,1785,
07-06-2016,Mountain Bikes,565,545,
14-06-2016,Road Bikes,1701,1584,
22-06-2016,Mountain Bikes,2320,2309,
22-06-2016,Bottles and Cages,280,361,
22-06-2016,Bottles and Cages,85,98,
24-06-2016,Mountain Bikes,540,549,
24-06-2016,Bottles and Cages,130,145,
24-06-2016,Bottles and Cages,75,97,
05-02-2015,Mountain Bikes,2049,1813,
02-04-2015,Mountain Bikes,2049,1682,
05-04-2015,Mountain Bikes,2049,1868,
18-04-2015,Mountain Bikes,2071,2087,
01-05-2015,Mountain Bikes,2071,2196,
21-05-2015,Mountain Bikes,2049,1755,
13-08-2015,Mountain Bikes,2320,1984,
15-08-2015,Bottles and Cages,207,217,
27-08-2015,Road Bikes,540,538,
27-08-2015,Bottles and Cages,270,278,
12-09-2015,Road Bikes,540,493,
12-09-2015,Bottles and Cages,72,77,
12-09-2015,Bottles and Cages,110,111,
13-09-2015,Bottles and Cages,105,112,
18-09-2015,Bottles and Cages,110,130,
18-09-2015,Bottles and Cages,180,206,
19-10-2015,Bottles and Cages,170,166,
19-10-2015,Bottles and Cages,65,67,
03-11-2015,Mountain Bikes,565,549,
03-11-2015,Bottles and Cages,240,268,
03-11-2015,Bottles and Cages,60,69,
29-11-2015,Road Bikes,1701,1412,
01-12-2015,Road Bikes,540,520,
06-12-2015,Bottles and Cages,216,251,
06-12-2015,Bottles and Cages,105,112,
14-02-2016,Shorts,630,745,
24-02-2016,Shorts,1330,1610,
24-02-2016,Gloves,343,448,
29-06-2016,Bike Stands,636,719,
05-02-2016,Road Bikes,1120,1021,
05-02-2016,Jerseys,1620,2185,
05-05-2016,Road Bikes,540,534,
06-06-2016,Road Bikes,1701,1739,
06-06-2016,Jerseys,300,370,
14-06-2016,Road Bikes,1701,1607,
14-06-2016,Jerseys,1242,1774,
01-07-2016,Jerseys,54,70,
03-07-2016,Jerseys,1150,1207,
16-07-2015,Road Bikes,540,462,
04-09-2015,Road Bikes,540,482,
15-12-2015,Road Bikes,540,534,
10-02-2016,Helmets,210,267,
02-07-2016,Helmets,770,934,
19-09-2015,Helmets,840,922,
18-11-2015,Helmets,630,663,
18-11-2015,Helmets,805,889,
10-03-2016,Fenders,440,527,
28-04-2016,Fenders,528,579,
02-09-2015,Vests,572,510,
22-03-2016,Shorts,70,70,
21-10-2015,Shorts,980,1224,
18-02-2016,Shorts,1540,1602,
11-03-2016,Shorts,1960,2387,
25-03-2016,Shorts,1960,2620,
25-03-2016,Gloves,269,298,
03-04-2016,Shorts,1400,1589,
19-05-2016,Shorts,1120,1176,
11-06-2016,Gloves,539,678,
12-11-2015,Shorts,2030,2541,
10-01-2016,Shorts,1610,2114,
06-03-2016,Shorts,560,626,
31-03-2016,Shorts,1540,1739,
20-04-2016,Shorts,700,888,
14-05-2016,Shorts,140,174,
03-06-2016,Shorts,2100,2593,
25-07-2016,Shorts,1890,2080,
08-01-2016,Tires and Tubes,245,311,
08-01-2016,Tires and Tubes,32,39,
14-01-2016,Tires and Tubes,130,151,
23-01-2016,Tires and Tubes,80,94,
23-01-2016,Tires and Tubes,57,78,
03-02-2016,Tires and Tubes,180,210,
26-02-2016,Tires and Tubes,150,170,
09-03-2016,Tires and Tubes,4,5,
09-03-2016,Tires and Tubes,945,1070,
04-04-2016,Tires and Tubes,750,996,
04-04-2016,Tires and Tubes,15,20,
01-05-2016,Tires and Tubes,80,112,
05-05-2016,Tires and Tubes,21,28,
10-05-2016,Tires and Tubes,475,642,
17-05-2016,Tires and Tubes,174,215,
17-05-2016,Tires and Tubes,20,23,
04-06-2016,Tires and Tubes,595,660,
04-06-2016,Tires and Tubes,75,96,
06-06-2016,Tires and Tubes,455,540,
09-06-2016,Tires and Tubes,30,37,
09-06-2016,Tires and Tubes,64,84,
18-06-2016,Tires and Tubes,780,978,
19-06-2016,Tires and Tubes,36,44,
19-06-2016,Tires and Tubes,25,33,
24-06-2016,Tires and Tubes,150,169,
30-06-2016,Tires and Tubes,95,117,
30-06-2016,Tires and Tubes,500,570,
30-06-2016,Tires and Tubes,48,65,
05-07-2016,Tires and Tubes,174,219,
05-07-2016,Tires and Tubes,45,52,
08-08-2015,Tires and Tubes,57,67,
22-09-2015,Tires and Tubes,516,640,
22-09-2015,Tires and Tubes,2,3,
26-09-2015,Tires and Tubes,315,380,
26-09-2015,Tires and Tubes,125,139,
04-10-2015,Tires and Tubes,48,51,
04-10-2015,Tires and Tubes,475,465,
09-10-2015,Tires and Tubes,35,40,
09-10-2015,Tires and Tubes,11,12,
21-10-2015,Tires and Tubes,60,62,
31-10-2015,Tires and Tubes,60,69,
04-11-2015,Tires and Tubes,15,16,
04-11-2015,Tires and Tubes,551,631,
27-11-2015,Tires and Tubes,64,62,
27-11-2015,Tires and Tubes,12,12,
07-12-2015,Tires and Tubes,15,15,
09-12-2015,Tires and Tubes,400,407,
13-12-2015,Tires and Tubes,420,497,
13-12-2015,Tires and Tubes,125,134,
21-12-2015,Tires and Tubes,559,636,
21-12-2015,Tires and Tubes,20,21,
21-12-2015,Tires and Tubes,41,45,
01-04-2016,Fenders,571,822,
01-04-2016,Cleaners,87,130,
03-12-2015,Helmets,560,729,
03-12-2015,Jerseys,1150,1611,
03-04-2016,Mountain Bikes,769,956,
28-04-2016,Mountain Bikes,2320,2853,
31-05-2016,Mountain Bikes,2320,2872,
04-01-2016,Road Bikes,1701,1972,
14-02-2016,Mountain Bikes,769,1099,
26-04-2016,Mountain Bikes,769,947,
26-04-2016,Tires and Tubes,120,171,
26-04-2016,Tires and Tubes,41,60,
07-05-2016,Road Bikes,1701,2322,
07-05-2016,Tires and Tubes,300,489,
07-05-2016,Tires and Tubes,116,182,
16-05-2016,Road Bikes,1120,1443,
05-06-2016,Road Bikes,1120,1490,
27-07-2016,Tires and Tubes,40,62,
02-10-2015,Tires and Tubes,900,1194,
02-10-2015,Tires and Tubes,75,107,
09-11-2015,Mountain Bikes,565,583,
15-06-2016,Mountain Bikes,540,483,
22-09-2015,Touring Bikes,2384,1958,
22-09-2015,Helmets,245,272,
31-12-2015,Mountain Bikes,2295,1842,
07-12-2015,Tires and Tubes,840,1042,
07-12-2015,Tires and Tubes,105,143,
01-01-2016,Bottles and Cages,171,234,
01-01-2016,Bottles and Cages,20,24,
26-01-2016,Road Bikes,1701,1704,
13-02-2016,Mountain Bikes,769,878,
13-02-2016,Bottles and Cages,30,36,
13-03-2016,Mountain Bikes,769,829,
13-04-2016,Road Bikes,540,533,
05-05-2016,Road Bikes,1701,1814,
20-05-2016,Mountain Bikes,2295,2623,
20-05-2016,Bottles and Cages,85,104,
20-05-2016,Bottles and Cages,230,320,
15-01-2015,Road Bikes,783,686,
06-02-2015,Road Bikes,2443,2185,
08-02-2015,Road Bikes,2443,2637,
22-03-2015,Road Bikes,1000,958,
11-04-2015,Road Bikes,783,699,
17-08-2015,Mountain Bikes,769,651,
19-08-2015,Road Bikes,2443,2557,
24-08-2015,Road Bikes,1120,1090,
